Informations,Time,NH3-SOEC,H2O wwtp,H2_from_SOEC_HI,H2_pipeline_to_NH3_plant,Heat_import,Heat_export,Heat_export_process,O2,H2_to_pipe,H2_from_pipe,H2_stored_pipe,Solar_fixed,Solar_tracking,SP198-HH100,SP198-HH150,SP237-HH100,SP237-HH150,SP277-HH100,SP277-HH150,SP321-HH100,SP321-HH150,SP379-HH100,SP379-HH150,SP450-HH100,SP450-HH150,CSP_tower,Charge_TES,Discharge_TES,TES,CSP + TES,Power_from_the_grid,Curtailment,Electricity_to_batteries,Electricity_from_batteries,Electricity_stored,Xpwl1,Electricity consumption,Certified grid electricity
 ,66,53624.76140092914,108590.14183688152,9652.457052167247,9652.457052167247,0.0,0.0,0.0,77219.65641733797,0.0,0.0,76267.840910089,0.0,397738.20685827907,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,188028.66069366198,9652.457052167247,397738.206858279,1.0
 ,67,31036.24889300351,62848.404008332116,5586.524800740633,5586.524800740632,0.0,0.0,0.0,44692.19840592506,0.0,0.0,76267.840910089,0.0,230197.7978049629,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,188028.66069366198,5586.524800740633,230197.79780496284,1.0
 ,68,11018.786589232015,22313.042843194835,1983.381586061763,1983.3815860617628,0.0,0.0,0.0,15867.052688494105,0.0,0.0,76267.840910089,0.0,81727.0288064957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,188028.66069366198,1983.381586061763,81727.0288064957,1.0
 ,69,56433.379275696316,0.0,0.0,10158.008269625338,0.0,0.0,0.0,0.0,0.0,10158.008269625338,66109.83264046366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35048.098708064026,152980.56198559795,0.0,35048.098708064026,1.0
 ,70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,66109.83264046366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,152980.56198559795,0.0,0.0,1.0
 ,71,56433.379275696316,0.0,0.0,10158.008269625338,0.0,0.0,0.0,0.0,0.0,10158.008269625338,55951.82437083833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35048.098708064026,117932.46327753391,0.0,35048.098708064026,1.0
 ,72,56433.379275696316,0.0,0.0,10158.008269625338,0.0,0.0,0.0,0.0,0.0,10158.008269625338,45793.81610121299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35048.098708063946,82884.36456946997,0.0,35048.09870806402,1.0
 ,73,11286.675855139263,0.0,0.0,2031.6016539250675,0.0,0.0,0.0,0.0,0.0,2031.6016539250675,43762.21444728792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7009.619741612805,75874.74482785715,0.0,7009.619741612805,1.0
 ,74,11286.675855139263,0.0,0.0,2031.6016539250675,0.0,0.0,0.0,0.0,0.0,2031.6016539250675,41730.61279336285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7009.619741612805,68865.12508624434,0.0,7009.619741612805,1.0
 ,75,11286.675855139263,0.0,0.0,2031.6016539250675,0.0,0.0,0.0,0.0,0.0,2031.6016539250675,39699.01113943779,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7009.619741612805,61855.505344631536,0.0,7009.619741612805,1.0
 ,76,56433.379275696316,0.0,0.0,10158.008269625338,0.0,0.0,0.0,0.0,0.0,10158.008269625338,29541.00286981245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35048.098708064026,26807.40663656751,0.0,35048.098708064026,1.0
 ,77,20591.11660283865,0.0,0.0,3706.400988510957,0.0,0.0,0.0,0.0,0.0,3706.400988510957,25834.601881301493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12788.167153341898,14019.23948322561,0.0,12788.167153341898,1.0
 ,78,11286.675855139263,0.0,0.0,2031.6016539250675,0.0,0.0,0.0,0.0,0.0,2031.6016539250675,23803.000227376946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7009.619741612805,7009.619741612805,0.0,7009.619741612805,1.0
 ,79,11286.675855139263,0.0,0.0,2031.6016539250675,0.0,0.0,0.0,0.0,0.0,2031.6016539250675,21771.39857345188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7009.619741612805,0.0,0.0,7009.619741612805,1.0
 ,80,56433.379275696316,30930.320259189666,2749.361800816859,10158.008269625338,0.0,0.0,0.0,21994.894406534873,0.0,7408.646468808478,14362.752104643401,0.0,137573.83182426778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2749.361800816859,137573.83182426775,1.0
 ,81,56433.379275696316,122046.86581117872,10848.610294326998,10158.008269625338,0.0,0.0,0.0,86788.88235461598,690.60202470166,0.0,15053.354129345067,0.0,445412.30699540157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10848.610294326998,445412.30699540157,1.0
 ,82,56433.379275696316,198925.91492243635,17682.30354866101,10158.008269625338,0.0,0.0,0.0,141458.42838928808,7524.295279035667,0.0,22577.649408380734,0.0,711025.1506165126,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17682.30354866101,711025.1506165126,1.0
 ,83,56433.379275696316,222581.00695666936,19784.978396148388,10158.008269625338,0.0,0.0,0.0,158279.8271691871,9626.970126523052,0.0,32204.61953490378,0.0,900359.4340182276,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,107607.25459521962,0.0,0.0,0.0,19784.978396148388,792752.179423008,1.0
 ,84,56433.379275696316,222581.00695666936,19784.978396148388,10158.008269625338,0.0,0.0,0.0,158279.8271691871,9626.970126523052,0.0,41831.589661426835,0.0,991621.2828521478,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,189399.14612299018,0.0,189399.14612299018,19784.978396148388,802222.1367291575,1.0
 ,85,56433.379275696316,222581.00695666936,19784.978396148388,10158.008269625338,0.0,0.0,0.0,158279.8271691871,9626.970126523052,0.0,51458.55978794989,0.0,1.0229499772279712e6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,230197.7978049632,0.0,0.0,189399.14612299018,19784.978396148388,792752.179423008,1.0
 ,86,56433.379275696316,222581.00695666936,19784.978396148388,10158.008269625338,0.0,0.0,0.0,158279.8271691871,9626.970126523052,0.0,61085.52991447294,0.0,1.0352090315489456e6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,230911.28773898818,0.0,420310.43386197835,19784.978396148388,804297.7438099574,1.0
 ,87,56433.379275696316,222581.00695666936,19784.978396148388,10158.008269625338,0.0,0.0,0.0,158279.8271691871,16872.274098731083,7245.30397220803,70712.50004099599,0.0,1.0311226801086208e6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,220533.25233498774,0.0,640843.6861969661,19784.978396148388,810589.4277736329,1.0
 ,88,56433.379275696316,222581.00695666936,19784.978396148388,10158.008269625338,0.0,0.0,0.0,158279.8271691871,9626.970126523052,0.0,80339.47016751904,0.0,1.0106909229069968e6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,207560.7080799892,0.0,848404.3942769553,19784.978396148388,803130.2148270075,1.0
 ,89,56433.379275696316,222581.00695666936,19784.978396148388,10158.008269625338,0.0,0.0,0.0,158279.8271691871,9626.970126523052,0.0,89966.4402940421,0.0,964378.9399166493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,163454.05761299154,0.0,1.0118584518899468e6,19784.978396148388,800924.8823036576,1.0
 ,90,56433.379275696316,222581.00695666936,19784.978396148388,10158.008269625338,0.0,0.0,0.0,158279.8271691871,9626.970126523052,0.0,99593.41042056515,0.0,879927.6768166038,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83024.283231996,0.0,1.0948827351219428e6,19784.978396148388,796903.3935846079,1.0
 ,91,56433.379275696316,186704.1173714159,16595.921544125857,10158.008269625338,0.0,0.0,0.0,132767.37235300685,6437.913274500517,0.0,106031.32369506567,0.0,668799.5190664898,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0948827351219428e6,16595.921544125857,668799.5190664898,1.0
 ,92,56433.379275696316,114277.59303328503,10158.008269625336,10158.008269625338,0.0,0.0,0.0,81264.06615700269,0.0,0.0,106031.32369506567,0.0,310562.70946468366,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113691.78074669535,981190.9543752475,10158.008269625336,424254.490211379,1.0
 ,93,56433.379275696316,114277.59303328417,10158.00826962526,10158.008269625338,0.0,0.0,0.0,81264.06615700207,0.0,0.0,106031.32369506567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,440599.8959726751,540591.0584025723,10158.00826962526,440599.89597267506,1.0
 ,94,56433.379275696316,0.0,0.0,10158.008269625338,0.0,0.0,0.0,0.0,0.0,10158.008269625338,95873.31542544033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35048.098708064026,505542.9596945083,0.0,35048.098708064026,1.0
 ,95,56433.379275696316,0.0,0.0,10158.008269625338,0.0,0.0,0.0,0.0,0.0,10158.008269625338,85715.307155815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35048.09870806393,470494.86098644434,0.0,35048.09870806402,1.0
 ,96,11286.675855139263,0.0,0.0,2031.6016539250675,0.0,0.0,0.0,0.0,0.0,2031.6016539250675,83683.70550188993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7009.619741612805,463485.24124483153,0.0,7009.619741612805,1.0
 ,97,11286.675855139263,0.0,0.0,2031.6016539250675,0.0,0.0,0.0,0.0,0.0,2031.6016539250675,81652.10384796486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7009.619741612805,456475.6215032187,0.0,7009.619741612805,1.0
 ,98,56433.379275696316,0.0,0.0,10158.008269625338,0.0,0.0,0.0,0.0,0.0,10158.008269625338,71494.09557833952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35048.09870806405,421427.52279515465,0.0,35048.098708064026,1.0
 ,99,56433.379275696316,0.0,0.0,10158.008269625338,0.0,0.0,0.0,0.0,0.0,10158.008269625338,61336.08730871419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35048.098708064026,386379.42408709065,0.0,35048.098708064026,1.0
 ,100,11286.675855139263,0.0,0.0,2031.6016539250675,0.0,0.0,0.0,0.0,0.0,2031.6016539250675,59304.48565478912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7009.619741612805,379369.80434547784,0.0,7009.619741612805,1.0
 ,101,56433.379275696316,0.0,0.0,10158.008269625338,0.0,0.0,0.0,0.0,0.0,10158.008269625338,49146.47738516378,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35048.09870806405,344321.7056374138,0.0,35048.098708064026,1.0
 ,102,56433.379275696316,0.0,0.0,10158.008269625338,0.0,0.0,0.0,0.0,0.0,10158.008269625338,38988.46911553844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35048.098708064026,309273.6069293498,0.0,35048.098708064026,1.0
 ,103,11286.675855139263,0.0,0.0,2031.6016539250675,0.0,0.0,0.0,0.0,0.0,2031.6016539250675,36956.86746161337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7009.619741612805,302263.98718773696,0.0,7009.619741612805,1.0
 ,104,56433.379275696316,3860.8091936781975,343.183039438062,10158.008269625338,0.0,0.0,0.0,2745.464315504496,0.0,9814.825230187276,27142.042231426083,0.0,46311.98299034757,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,302263.98718773696,343.183039438062,46311.98299034757,1.0
 ,105,56433.379275696316,114277.59303328503,10158.008269625336,10158.008269625338,0.0,0.0,0.0,81264.06615700269,0.0,0.0,27142.042231426083,0.0,212490.27489688882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,216925.92239700575,85338.06479073121,10158.008269625336,429416.19729389454,1.0
 ,106,55461.22583246782,112308.98231074733,9983.020649844208,9983.020649844208,0.0,0.0,0.0,79864.16519875366,0.0,0.0,27142.042231426083,0.0,411359.37832602835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85338.06479073121,9983.020649844208,411359.3783260283,1.0
 ,107,56433.379275696316,165020.2830067022,14668.469600595752,10158.008269625338,0.0,0.0,0.0,117347.75680476602,4510.461330970412,0.0,31652.503562396494,0.0,593883.0759938688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85338.06479073121,14668.469600595752,593883.0759938688,1.0
 ,108,56433.379275696316,204839.68793099458,18207.972260532853,10158.008269625338,0.0,0.0,0.0,145663.77808426283,8049.963990907512,0.0,39702.467553304006,0.0,731456.9078181365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85338.06479073121,18207.972260532853,731456.9078181365,1.0
 ,109,56433.379275696316,222581.00695666944,19784.978396148395,10158.008269625338,0.0,0.0,0.0,158279.82716918716,9626.97012652306,0.0,49329.43767982707,0.0,813183.9366246322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19458.816382498946,0.0,104796.88117323015,19784.978396148395,793725.1202421333,1.0
 ,110,56433.379275696316,222581.00695666936,19784.978396148388,10158.008269625338,0.0,0.0,0.0,158279.8271691871,9626.970126523052,0.0,58956.40780635012,0.0,844512.6310004556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49295.66816899762,0.0,154092.54934222778,19784.978396148388,795216.9628314578,1.0
 ,111,56433.379275696316,222581.00695666936,19784.978396148388,10158.008269625338,0.0,0.0,0.0,158279.8271691871,9626.970126523052,0.0,68583.37793287318,0.0,863582.2710553046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67457.23012599665,0.0,221549.77946822444,19784.978396148388,796125.0409293078,1.0
 ,112,56433.379275696316,222581.00695666944,19784.978396148395,10158.008269625338,0.0,0.0,0.0,158279.82716918716,9626.97012652306,0.0,78210.34805939623,0.0,877203.4425230538,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80429.77438099573,0.0,301979.55384922016,19784.978396148395,796773.6681420582,1.0
 ,113,56433.379275696316,222581.00695666936,19784.978396148388,10158.008269625338,0.0,0.0,0.0,158279.8271691871,9626.970126523052,0.0,87837.31818591928,0.0,858133.8024682049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62268.21242399863,0.0,364247.7662732188,19784.978396148388,795865.590044208,1.0
 ,114,56433.379275696316,215090.22781249558,19119.131361110718,10158.008269625338,0.0,0.0,0.0,152953.05088888574,8961.123091485379,0.0,96798.44127740467,0.0,766871.9536342846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,364247.7662732188,19119.131361110718,766871.9536342844,1.0
 ,115,56433.379275696316,154375.4915912973,13722.265919226427,10158.008269625338,0.0,0.0,0.0,109778.12735381142,3564.257649601086,0.0,100362.69892700575,0.0,557105.9130309457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,364247.7662732188,13722.265919226427,557105.9130309457,1.0
 ,116,56433.379275696316,69716.48536798221,6197.02092159842,10158.008269625338,0.0,0.0,0.0,49576.16737278736,0.0,3960.987348026916,96401.71157897884,0.0,268337.0779146609,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,364247.7662732188,6197.02092159842,268337.07791466085,1.0
 ,117,56433.379275696316,17705.58469579213,1573.8297507370785,10158.008269625338,0.0,0.0,0.0,12590.638005896628,0.0,8584.178518888257,87817.5330600905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,97882.21609193219,266365.5501812866,1573.8297507370785,97882.21609193219,1.0
 ,118,56433.379275696316,0.0,0.0,10158.008269625338,0.0,0.0,0.0,0.0,0.0,10158.008269625338,77659.52479046516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35048.098708064026,231317.45147322255,0.0,35048.098708064026,1.0
 ,119,56433.379275696316,0.0,0.0,10158.008269625338,0.0,0.0,0.0,0.0,0.0,10158.008269625338,67501.51652083982,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35048.098708064026,196269.35276515852,0.0,35048.098708064026,1.0
 ,120,56433.379275696316,0.0,0.0,10158.008269625338,0.0,0.0,0.0,0.0,0.0,10158.008269625338,57343.50825121449,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35048.098708064004,161221.2540570945,0.0,35048.098708064026,1.0
 ,121,56433.379275696316,0.0,0.0,10158.008269625338,0.0,0.0,0.0,0.0,0.0,10158.008269625338,47185.49998158915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35048.098708064026,126173.15534903048,0.0,35048.098708064026,1.0
 ,122,11286.675855139263,0.0,0.0,2031.6016539250675,0.0,0.0,0.0,0.0,0.0,2031.6016539250675,45153.89832766408,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7009.619741612798,119163.53560741768,0.0,7009.619741612805,1.0
 ,123,56433.379275696316,0.0,0.0,10158.008269625338,0.0,0.0,0.0,0.0,0.0,10158.008269625338,34995.89005803874,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35048.098708064026,84115.43689935366,0.0,35048.098708064026,1.0
 ,124,11286.675855139263,0.0,0.0,2031.6016539250675,0.0,0.0,0.0,0.0,0.0,2031.6016539250675,32964.28840411367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7009.6197416128125,77105.81715774085,0.0,7009.619741612805,1.0
 ,125,56433.379275696316,0.0,0.0,10158.008269625338,0.0,0.0,0.0,0.0,0.0,10158.008269625338,22806.280134488337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35048.09870806401,42057.71844967683,0.0,35048.098708064026,1.0
 ,126,11286.675855139263,0.0,0.0,2031.6016539250675,0.0,0.0,0.0,0.0,0.0,2031.6016539250675,20774.67848056327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7009.619741612805,35048.098708064026,0.0,7009.619741612805,1.0
 ,127,56433.379275696316,0.0,0.0,10158.008269625338,0.0,0.0,0.0,0.0,0.0,10158.008269625338,10616.670210937937,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35048.098708064026,0.0,0.0,35048.098708064026,1.0
 ,128,48115.36810631314,97433.6204152841,8660.766259136364,8660.766259136364,0.0,0.0,0.0,69286.13007309091,0.0,0.0,10616.670210937937,0.0,356874.6924550312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8660.766259136364,356874.69245503115,1.0
 ,129,56433.379275696316,163096.09908316718,14497.431029614861,10158.008269625338,0.0,0.0,0.0,115979.44823691889,4339.422759989524,0.0,14956.09297092746,0.0,847236.8652940054,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,260001.73785684328,0.0,0.0,0.0,14497.431029614861,587235.1274371621,1.0
 ,130,56433.379275696316,222581.00695666944,19784.978396148395,10158.008269625338,0.0,0.0,0.0,158279.82716918716,9626.970126523058,0.0,24583.06309745052,0.0,987534.931411823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194782.75198881468,0.0,0.0,0.0,19784.978396148395,792752.1794230083,1.0
 ,131,56433.379275696316,222581.00695666944,19784.978396148395,10158.008269625338,0.0,0.0,0.0,158279.82716918716,160329.2927484307,150702.32262190763,34210.03322397357,0.0,1.0420196172828202e6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102483.09961449401,0.0,102483.09961449401,19784.978396148395,939536.5176683263,1.0
 ,132,56433.379275696316,222581.00695666936,19784.978396148388,10158.008269625338,0.0,0.0,0.0,158279.8271691871,9626.97012652305,0.0,43837.00335049663,0.0,1.0678998430715438e6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,275147.66364853585,0.0,0.0,102483.09961449401,19784.978396148388,792752.179423008,1.0
 ,133,56433.379275696316,222581.00695666936,19784.978396148388,10158.008269625338,0.0,0.0,0.0,158279.8271691871,9626.97012652305,0.0,53463.97347701968,0.0,1.0733483116586437e6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,267234.4116529863,0.0,369717.5112674803,19784.978396148388,806113.9000056573,1.0
 ,134,56433.379275696316,222581.00695666944,19784.978396148395,10158.008269625338,0.0,0.0,0.0,158279.82716918716,9626.970126523058,0.0,63090.943603542735,0.0,1.0719861945118685e6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,279234.0150888602,0.0,0.0,369717.5112674803,19784.978396148395,792752.1794230083,1.0
 ,135,56433.379275696316,222581.00695666936,19784.978396148388,10158.008269625338,0.0,0.0,0.0,158279.8271691871,9626.97012652305,0.0,72717.91373006579,0.0,1.065175608777994e6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,259450.8850999867,0.0,629168.396367467,19784.978396148388,805724.7236780074,1.0
