Informations,Time,NH3-SOEC,H2O wwtp,H2_from_AEC_SOEC_HI,H2_pipeline_to_NH3_plant,Heat_import,Heat_export,Heat_export_process,O2,H2_to_pipe,H2_from_pipe,H2_stored_pipe,Solar_fixed,Solar_tracking,SP198-HH100,SP198-HH150,SP237-HH100,SP237-HH150,SP277-HH100,SP277-HH150,SP321-HH100,SP321-HH150,SP379-HH100,SP379-HH150,SP450-HH100,SP450-HH150,CSP_tower,Charge_TES,Discharge_TES,TES,CSP + TES,Power_from_the_grid,Curtailment,Electricity_to_batteries,Electricity_from_batteries,Electricity_stored,Xpwl1,Electricity consumption,Certified grid electricity
 ,6331,56703.885878318484,208962.17805441777,18574.415827059358,10206.699458097328,0.0,79071.28817579168,0.0,148595.32661647486,8367.71636896203,0.0,136935.59976737265,0.0,911590.3726022227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,387377.0730003021,18574.415827059358,911590.3726022226,1.0
 ,6332,56703.885878318484,40747.43926334693,3621.9946011863944,10206.699458097328,0.0,15418.83101725048,0.0,28975.956809491156,0.0,6584.704856910932,130350.89491046172,0.0,156319.64873142808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49302.53656367492,338074.53643662715,3621.9946011863944,205622.1852951029,1.0
 ,6333,56703.885878318484,0.0,0.0,10206.699458097328,0.0,0.0,0.0,0.0,0.0,10206.699458097326,120144.1954523644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35216.09754548201,302858.43889114517,0.0,35216.09754548201,1.0
 ,6334,56703.885878318484,0.0,0.0,10206.699458097328,0.0,0.0,0.0,0.0,0.0,10206.699458097326,109937.49599426707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35216.09754548187,267642.3413456633,0.0,35216.097545482,1.0
 ,6335,56703.885878318484,0.0,0.0,10206.699458097328,0.0,0.0,0.0,0.0,0.0,10206.699458097326,99730.79653616974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35216.09754548201,232426.24380018128,0.0,35216.09754548201,1.0
 ,6336,56703.885878318484,0.0,0.0,10206.699458097328,0.0,0.0,0.0,0.0,0.0,10206.699458097326,89524.09707807242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35216.097545482015,197210.14625469927,0.0,35216.09754548201,1.0
 ,6337,11340.777175663698,0.0,0.0,2041.3398916194656,0.0,0.0,0.0,0.0,0.0,2041.3398916194656,87482.75718645295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7043.219509096402,190166.92674560286,0.0,7043.219509096401,1.0
 ,6338,56703.885878318484,0.0,0.0,10206.699458097328,0.0,0.0,0.0,0.0,0.0,10206.699458097328,77276.05772835562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35216.09754548201,154950.82920012085,0.0,35216.09754548201,1.0
 ,6339,56703.885878318484,0.0,0.0,10206.699458097328,0.0,0.0,0.0,0.0,0.0,10206.699458097328,67069.3582702583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35216.097545482015,119734.73165463883,0.0,35216.09754548201,1.0
 ,6340,56703.885878318484,0.0,0.0,10206.699458097328,0.0,0.0,0.0,0.0,0.0,10206.699458097328,56862.65881216097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35216.09754548201,84518.63410915683,0.0,35216.09754548201,1.0
 ,6341,11340.777175663698,0.0,0.0,2041.3398916194656,0.0,0.0,0.0,0.0,0.0,2041.3398916194656,54821.318920541504,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7043.219509096402,77475.41460006042,0.0,7043.219509096401,1.0
 ,6342,11340.777175663698,0.0,0.0,2041.3398916194656,0.0,0.0,0.0,0.0,0.0,2041.3398916194656,52779.97902892204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7043.219509096402,70432.19509096401,0.0,7043.219509096401,1.0
 ,6343,56703.885878318484,0.0,0.0,10206.699458097328,0.0,0.0,0.0,0.0,0.0,10206.699458097328,42573.279570824714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35216.09754548201,35216.09754548201,0.0,35216.09754548201,1.0
 ,6344,56703.885878318484,0.0,0.0,10206.699458097328,0.0,0.0,0.0,0.0,0.0,10206.699458097328,32366.580112727388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35216.09754548201,0.0,0.0,35216.09754548201,1.0
 ,6345,56703.885878318484,25155.14375751263,2236.012778445567,10206.699458097328,0.0,9518.70639784278,0.0,17888.102227564537,0.0,7970.686679651761,24395.893433075627,0.0,138219.47887831536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2236.012778445567,138219.47887831536,1.0
 ,6346,50694.019827286385,102655.39015025494,9124.92356891155,9124.92356891155,0.0,38844.79963285647,0.0,72999.3885512924,0.0,0.0,24395.893433075627,0.0,457440.65628775797,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9124.92356891155,457440.6562877579,1.0
 ,6347,56703.885878318484,186497.2489189634,16577.53323724119,10206.699458097328,0.0,70570.55899093574,0.0,132620.26589792952,6370.833779143863,0.0,30766.727212219404,0.0,816153.1133767192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16577.53323724119,816153.1133767193,1.0
 ,6348,56703.885878318484,236075.02356272476,20984.44653890887,10206.699458097328,0.0,89330.78891613505,0.0,167875.57231127095,10777.747080811541,0.0,41544.474293030944,0.0,1.0267732716674854e6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20984.44653890887,1.0267732716674852e6,1.0
 ,6349,56703.885878318484,246532.83540164304,21914.02981347938,10206.699458097328,0.0,93288.02491598172,0.0,175312.23850783505,11707.330355382055,0.0,53251.804648413,0.0,1.1353742907861618e6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64173.32947921869,0.0,0.0,0.0,21914.02981347938,1.071200961306943e6,1.0
 ,6350,56703.885878318484,246532.83540164304,21914.02981347938,10206.699458097328,0.0,93288.02491598172,0.0,175312.23850783505,11707.330355382055,0.0,64959.13500379506,0.0,1.1880293303588533e6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116828.36905191024,0.0,0.0,0.0,21914.02981347938,1.071200961306943e6,1.0
 ,6351,56703.885878318484,246532.83540164304,21914.02981347938,10206.699458097328,0.0,93288.02491598172,0.0,175312.23850783505,11707.330355382055,0.0,76666.46535917712,0.0,1.2077749701986127e6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,130070.48465873275,0.0,130070.48465873275,21914.02981347938,1.0777044855398796e6,1.0
 ,6352,56703.885878318484,246532.83540164304,21914.02981347938,10206.699458097328,0.0,93288.02491598172,0.0,175312.23850783505,14873.394211436971,3166.063856054916,88373.79571455918,0.0,1.2127113801585524e6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,131937.4465018262,0.0,262007.93116055895,21914.02981347938,1.080773933656726e6,1.0
 ,6353,56703.885878318484,246532.83540164304,21914.02981347938,10206.699458097328,0.0,93288.02491598172,0.0,175312.23850783505,11707.330355382055,0.0,100081.12606994124,0.0,1.1863838603722067e6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109697.99910977471,0.0,371705.93027033366,21914.02981347938,1.0766858612624318e6,1.0
 ,6354,56703.885878318484,246532.83540164304,21914.02981347938,10206.699458097328,0.0,93288.02491598172,0.0,175312.23850783505,11707.330355382055,0.0,111788.4564253233,0.0,1.08765566117341e6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15671.142729968386,0.0,387377.0730003021,21914.02981347938,1.0719845184434415e6,1.0
 ,6355,56703.885878318484,195405.75530026428,17369.400471134602,10206.699458097328,0.0,73941.53780562,0.0,138955.20376907682,7162.701013037272,0.0,118951.15743836056,0.0,853998.9230695913,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,387377.0730003021,17369.400471134602,853998.9230695913,1.0
 ,6356,56703.885878318484,30291.407038714617,2692.5695145524105,10206.699458097328,0.0,11462.26842344961,0.0,21540.556116419284,0.0,7514.1299435449155,111437.02749481564,0.0,159610.5887047213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,387377.0730003021,2692.5695145524105,159610.5887047213,1.0
 ,6357,56703.885878318484,12852.830372098822,1142.4738108532288,10206.699458097328,0.0,4863.511012802194,0.0,9139.79048682583,0.0,9064.225647244099,102372.80184757155,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91561.85361825326,295815.2193820488,1142.4738108532288,91561.85361825326,1.0
 ,6358,56703.885878318484,0.0,0.0,10206.699458097328,0.0,0.0,0.0,0.0,0.0,10206.699458097326,92166.10238947422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35216.09754548201,260599.1218365668,0.0,35216.09754548201,1.0
 ,6359,56703.885878318484,0.0,0.0,10206.699458097328,0.0,0.0,0.0,0.0,0.0,10206.699458097326,81959.4029313769,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35216.09754548201,225383.0242910848,0.0,35216.09754548201,1.0
 ,6360,56703.885878318484,0.0,0.0,10206.699458097328,0.0,0.0,0.0,0.0,0.0,10206.699458097326,71752.70347327957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35216.09754548201,190166.92674560277,0.0,35216.09754548201,1.0
 ,6361,56703.885878318484,0.0,0.0,10206.699458097328,0.0,0.0,0.0,0.0,0.0,10206.699458097326,61546.00401518225,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35216.09754548201,154950.82920012076,0.0,35216.09754548201,1.0
 ,6362,11340.777175663698,0.0,0.0,2041.3398916194656,0.0,0.0,0.0,0.0,0.0,2041.3398916194656,59504.66412356278,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7043.219509096321,147907.60969102444,0.0,7043.219509096398,1.0
 ,6363,56703.885878318484,0.0,0.0,10206.699458097328,0.0,0.0,0.0,0.0,0.0,10206.699458097328,49297.96466546546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35216.09754548201,112691.51214554242,0.0,35216.09754548201,1.0
 ,6364,56703.885878318484,0.0,0.0,10206.699458097328,0.0,0.0,0.0,0.0,0.0,10206.699458097328,39091.26520736813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35216.09754548201,77475.41460006042,0.0,35216.09754548201,1.0
 ,6365,56703.885878318484,0.0,0.0,10206.699458097328,0.0,0.0,0.0,0.0,0.0,10206.699458097328,28884.565749270805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35216.09754548201,42259.317054578416,0.0,35216.09754548201,1.0
 ,6366,56703.885878318484,0.0,0.0,10206.699458097328,0.0,0.0,0.0,0.0,0.0,10206.699458097328,18677.86629117348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35216.09754548201,7043.219509096409,0.0,35216.09754548201,1.0
 ,6367,11340.777175663698,0.0,0.0,2041.3398916194656,0.0,0.0,0.0,0.0,0.0,2041.3398916194656,16636.52639955401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7043.219509096409,0.0,0.0,7043.219509096402,1.0
 ,6368,19522.52526529878,0.0,0.0,3514.0545477537808,0.0,0.0,0.0,0.0,0.0,3514.0545477537808,13122.47185180023,0.0,11518.289906526279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11518.289906526279,1.0
 ,6369,56703.885878318484,155511.13976661247,13823.212423698886,10206.699458097328,0.0,58845.415287686155,0.0,110585.69938959109,3616.51296560156,0.0,16738.98481740179,0.0,684515.5144449902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13823.212423698886,684515.5144449902,1.0
 ,6370,56703.885878318484,246532.83540164304,21914.02981347938,10206.699458097328,0.0,93288.02491598172,0.0,175312.23850783505,11707.330355382053,0.0,28446.31517278384,0.0,1.0777828412535305e6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6581.879946587374,0.0,0.0,0.0,21914.02981347938,1.071200961306943e6,1.0
 ,6371,56703.885878318484,246532.83540164304,21914.02981347938,10206.699458097328,0.0,93288.02491598172,0.0,175312.23850783505,11707.330355382055,0.0,40153.645528165885,0.0,1.2291660800250187e6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,157965.11871807557,0.0,0.0,0.0,21914.02981347938,1.071200961306943e6,1.0
 ,6372,56703.885878318484,246532.83540164304,21914.02981347938,10206.699458097328,0.0,93288.02491598172,0.0,175312.23850783505,11707.330355382055,0.0,51860.975883547944,0.0,1.2933394095042364e6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,222138.44819729333,0.0,0.0,0.0,21914.02981347938,1.071200961306943e6,1.0
 ,6373,56703.885878318484,246532.83540164304,21914.02981347938,10206.699458097328,0.0,93288.02491598172,0.0,175312.23850783505,11707.330355382055,0.0,63568.30623893,0.0,1.316375989317289e6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,233500.02667651986,0.0,233500.02667651986,21914.02981347938,1.082875962640769e6,1.0
 ,6374,56703.885878318484,246532.83540164304,21914.02981347938,10206.699458097328,0.0,93288.02491598172,0.0,175312.23850783505,11707.330355382055,0.0,75275.63659431203,0.0,1.329539749210462e6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,258338.78790351888,0.0,0.0,233500.02667651986,21914.02981347938,1.071200961306943e6,1.0
 ,6375,56703.885878318484,246532.83540164304,21914.02981347938,10206.699458097328,0.0,93288.02491598172,0.0,175312.23850783505,11707.330355382053,0.0,86982.96694969409,0.0,1.3361216291570484e6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,264920.6678501053,0.0,0.0,233500.02667651986,21914.02981347938,1.071200961306943e6,1.0
 ,6376,56703.885878318484,246532.83540164304,21914.02981347938,10206.699458097328,0.0,93288.02491598172,0.0,175312.23850783505,11707.330355382053,0.0,98690.29730507615,0.0,1.3443489790902813e6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,273148.017783338,0.0,0.0,233500.02667651986,21914.02981347938,1.071200961306943e6,1.0
 ,6377,56703.885878318484,246532.83540164304,21914.02981347938,10206.699458097328,0.0,93288.02491598172,0.0,175312.23850783505,11707.330355382055,0.0,110397.62766045821,0.0,1.3213123992772289e6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,250111.43797028577,0.0,0.0,233500.02667651986,21914.02981347938,1.071200961306943e6,1.0
 ,6378,56703.885878318484,246532.83540164304,21914.02981347938,10206.699458097328,0.0,93288.02491598172,0.0,175312.23850783505,18374.394183024266,6667.0638276422105,122104.95801584027,0.0,1.2390388999448982e6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,153877.0463237822,0.0,387377.0730003021,21914.02981347938,1.085161853621116e6,1.0
 ,6379,56703.885878318484,234138.39174070285,20812.301488062476,10206.699458097328,0.0,88597.96743468195,0.0,166498.4119044998,10605.602029965146,0.0,132710.5600458054,0.0,1.0185459217342524e6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,387377.0730003021,20812.301488062476,1.0185459217342522e6,1.0
 ,6380,56703.885878318484,45700.19688232058,4062.239722872941,10206.699458097328,0.0,17292.95450027011,0.0,32497.917782983528,0.0,6144.459735224385,126566.10031058094,0.0,223783.91818393915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,387377.0730003021,4062.239722872941,223783.91818393915,1.0
 ,6381,56703.885878318484,1671.295413475591,148.55959230894143,10206.699458097328,0.0,632.4181844591636,0.0,1188.4767384715315,0.0,10058.139865788384,116507.96044479255,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,42542.91980695556,344834.1531933465,148.55959230894143,42542.91980695556,1.0
 ,6382,56703.885878318484,0.0,0.0,10206.699458097328,0.0,0.0,0.0,0.0,0.0,10206.699458097328,106301.26098669523,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35216.09754548201,309618.05564786453,0.0,35216.09754548201,1.0
 ,6383,56703.885878318484,0.0,0.0,10206.699458097328,0.0,0.0,0.0,0.0,0.0,10206.699458097328,96094.5615285979,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35216.09754548201,274401.95810238254,0.0,35216.09754548201,1.0
 ,6384,56703.885878318484,0.0,0.0,10206.699458097328,0.0,0.0,0.0,0.0,0.0,10206.699458097328,85887.86207050057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35216.09754548201,239185.86055690053,0.0,35216.09754548201,1.0
 ,6385,56703.885878318484,0.0,0.0,10206.699458097328,0.0,0.0,0.0,0.0,0.0,10206.699458097328,75681.16261240325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35216.09754548201,203969.76301141852,0.0,35216.09754548201,1.0
 ,6386,56703.885878318484,0.0,0.0,10206.699458097328,0.0,0.0,0.0,0.0,0.0,10206.699458097326,65474.46315430592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35216.097545482015,168753.6654659365,0.0,35216.09754548201,1.0
 ,6387,44906.460203064475,0.0,0.0,8083.162836551605,0.0,0.0,0.0,0.0,0.0,8083.162836551605,57391.300317754314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,27889.27528400846,140864.39018192803,0.0,27889.27528400846,1.0
 ,6388,56703.885878318484,0.0,0.0,10206.699458097328,0.0,0.0,0.0,0.0,0.0,10206.699458097326,47184.60085965699,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35216.097545482,105648.29263644603,0.0,35216.09754548201,1.0
 ,6389,56703.885878318484,0.0,0.0,10206.699458097328,0.0,0.0,0.0,0.0,0.0,10206.699458097326,36977.90140155966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35216.09754548201,70432.19509096403,0.0,35216.09754548201,1.0
 ,6390,56703.885878318484,0.0,0.0,10206.699458097328,0.0,0.0,0.0,0.0,0.0,10206.699458097326,26771.20194346234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35216.09754548201,35216.09754548202,0.0,35216.09754548201,1.0
 ,6391,56703.885878318484,0.0,0.0,10206.699458097328,0.0,0.0,0.0,0.0,0.0,10206.699458097326,16564.502485365014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35216.09754548202,0.0,0.0,35216.09754548201,1.0
 ,6392,19522.52526529878,0.0,0.0,3514.0545477537808,0.0,0.0,0.0,0.0,0.0,3514.0545477537803,13050.447937611232,0.0,11518.289906526279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11518.289906526279,1.0
 ,6393,56703.885878318484,152412.52885137737,13547.780342344657,10206.699458097328,0.0,57672.9009173612,0.0,108382.24273875725,3341.080884247329,0.0,16391.528821858563,0.0,671351.7545518173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13547.780342344657,671351.7545518173,1.0
 ,6394,56703.885878318484,246532.83540164304,21914.02981347938,10206.699458097328,0.0,93288.02491598172,0.0,175312.23850783505,11707.330355382053,0.0,28098.859177240614,0.0,1.0810737812268236e6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9872.81991988048,0.0,0.0,0.0,21914.02981347938,1.071200961306943e6,1.0
 ,6395,56703.885878318484,246532.83540164304,21914.02981347938,10206.699458097328,0.0,93288.02491598172,0.0,175312.23850783505,11707.330355382055,0.0,39806.189532622666,0.0,1.2341024899849584e6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162901.52867801534,0.0,0.0,0.0,21914.02981347938,1.071200961306943e6,1.0
 ,6396,56703.885878318484,246532.83540164304,21914.02981347938,10206.699458097328,0.0,93288.02491598172,0.0,175312.23850783505,11707.330355382055,0.0,51513.519888004725,0.0,1.2999212894508229e6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,228720.32814387977,0.0,0.0,0.0,21914.02981347938,1.071200961306943e6,1.0
 ,6397,56703.885878318484,246532.83540164304,21914.02981347938,10206.699458097328,0.0,93288.02491598172,0.0,175312.23850783505,11707.330355382055,0.0,63220.850243386776,0.0,1.3311852191971086e6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,259984.25789016555,0.0,0.0,0.0,21914.02981347938,1.071200961306943e6,1.0
 ,6398,56703.885878318484,246532.83540164304,21914.02981347938,10206.699458097328,0.0,93288.02491598172,0.0,175312.23850783505,11707.330355382055,0.0,74928.18059876871,0.0,1.3443489790902813e6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,273148.0177833382,0.0,0.0,0.0,21914.02981347938,1.071200961306943e6,1.0
 ,6399,56703.885878318484,246532.83540164304,21914.02981347938,10206.699458097328,0.0,93288.02491598172,0.0,175312.23850783505,11707.330355382053,0.0,86635.51095415077,0.0,1.3525763290235144e6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,281375.3677165711,0.0,0.0,0.0,21914.02981347938,1.071200961306943e6,1.0
