Informations,Time,NH3-AEC,H2O wwtp,H2_from_AEC,H2_pipeline_to_NH3_plant,Heat_import,Heat_export,Heat_export_process,O2,H2_to_pipe,H2_from_pipe,H2_stored_pipe,Solar_tracking,SP198-HH100,SP198-HH150,SP237-HH100,SP237-HH150,SP277-HH100,SP277-HH150,SP321-HH100,SP321-HH150,SP379-HH100,SP379-HH150,SP450-HH100,SP450-HH150,CSP_tower,Charge_TES,Discharge_TES,TES,CSP + TES,Power_from_the_grid,Curtailment,Electricity_to_batteries,Electricity_from_batteries,Electricity_stored,Xpwl1,Electricity consumption,Certified grid electricity
 ,66,53193.421274865264,107716.67808160216,9574.815829475749,9574.815829475749,0.0,54346.65464810434,0.0,76598.52663580599,0.0,0.0,63817.08964166003,501032.15957678563,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91842.23009312531,9574.815829475749,501032.15957678563,1.0
 ,67,30786.603409082985,62342.871903393054,5541.588613634938,5541.588613634937,0.0,31454.056970991904,0.0,44332.708909079505,0.0,0.0,63817.08964166003,289980.9416728657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91842.23009312531,5541.588613634938,289980.9416728657,1.0
 ,68,56848.51696026441,17468.292977508776,1552.7371535563357,10232.733052847594,0.0,8813.33608358576,0.0,12421.897228450685,0.0,8679.995899291258,55137.09374236877,102951.81361166827,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91842.23009312531,1552.7371535563357,102951.81361166827,1.0
 ,69,56848.51696026441,0.0,0.0,10232.733052847594,0.0,0.0,0.0,0.0,0.0,10232.733052847594,44904.36068952118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26928.24487591473,64913.98521721058,0.0,26928.244875914723,1.0
 ,70,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44904.36068952118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64913.98521721058,0.0,0.0,1.0
 ,71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44904.36068952118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64913.98521721058,0.0,0.0,1.0
 ,72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44904.36068952118,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64913.98521721058,0.0,0.0,1.0
 ,73,11369.703392052883,0.0,0.0,2046.546610569519,0.0,0.0,0.0,0.0,0.0,2046.5466105695189,42857.81407895165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5385.648975182945,59528.33624202764,0.0,5385.648975182944,1.0
 ,74,11369.703392052883,0.0,0.0,2046.546610569519,0.0,0.0,0.0,0.0,0.0,2046.5466105695189,40811.26746838213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5385.648975182943,54142.687266844696,0.0,5385.648975182944,1.0
 ,75,11369.703392052883,0.0,0.0,2046.546610569519,0.0,0.0,0.0,0.0,0.0,2046.5466105695189,38764.720857812616,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5385.648975182945,48757.03829166175,0.0,5385.648975182944,1.0
 ,76,23343.601538026895,0.0,0.0,4201.848276844841,0.0,0.0,0.0,0.0,0.0,4201.848276844841,34562.87258096777,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11057.495465381162,37699.542826280594,0.0,11057.495465381162,1.0
 ,77,11369.703392052883,0.0,0.0,2046.546610569519,0.0,0.0,0.0,0.0,0.0,2046.5466105695189,32516.32597039825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5385.648975182945,32313.89385109765,0.0,5385.648975182944,1.0
 ,78,11369.703392052883,0.0,0.0,2046.546610569519,0.0,0.0,0.0,0.0,0.0,2046.5466105695189,30469.77935982873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5385.648975182945,26928.24487591471,0.0,5385.648975182944,1.0
 ,79,56848.51696026441,0.0,0.0,10232.733052847594,0.0,0.0,0.0,0.0,0.0,10232.733052847594,20237.046306981138,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26928.24487591471,0.0,0.0,26928.24487591472,1.0
 ,80,56848.51696026441,33351.73364760624,2964.598546453888,10232.733052847594,0.0,16827.061349672265,0.0,23716.788371631104,0.0,7268.134506393706,12968.911800587432,173302.21957964162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2964.598546453888,173302.2195796416,1.0
 ,81,56848.51696026441,120797.22477416562,10737.531091036944,10232.733052847594,0.0,60946.22647272569,0.0,85900.24872829556,504.79803818935,0.0,13473.709838776782,561087.3841835922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10737.531091036944,561087.3841835922,1.0
 ,82,56848.51696026441,194941.69406816893,17328.15058383724,10232.733052847594,0.0,98354.58271386016,0.0,138625.20467069792,7095.417530989643,0.0,20569.12736976643,895680.7784215141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17328.15058383724,895680.7784215142,1.0
 ,83,56848.51696026441,247032.93659780195,21958.48325313795,10232.733052847594,0.0,124636.350944811,0.0,175667.8660251036,11725.750200290357,0.0,32294.877570056786,1.1341858132885457e6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3431.7271203894634,0.0,0.0,0.0,21958.48325313795,1.1307540861681562e6,1.0
 ,84,56848.51696026441,247032.93659780195,21958.48325313795,10232.733052847594,0.0,124636.350944811,0.0,175667.8660251036,11725.750200290357,0.0,44020.62777034714,1.2491486718215751e6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,118394.58565341891,0.0,0.0,0.0,21958.48325313795,1.1307540861681562e6,1.0
 ,85,56848.51696026441,247032.93659780195,21958.48325313795,10232.733052847594,0.0,124636.350944811,0.0,175667.8660251036,11725.750200290357,0.0,55746.3779706375,1.288613533706048e6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,157859.4475378918,0.0,0.0,0.0,21958.48325313795,1.1307540861681562e6,1.0
 ,86,56848.51696026441,247032.93659780195,21958.48325313795,10232.733052847594,0.0,124636.350944811,0.0,175667.8660251036,16723.268028979495,4997.517828689139,67472.12817092787,1.3040563057477982e6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,160575.76459111803,0.0,160575.76459111803,21958.48325313795,1.14348054115668e6,1.0
 ,87,56848.51696026441,247032.93659780195,21958.48325313795,10232.733052847594,0.0,124636.350944811,0.0,175667.8660251036,11725.750200290357,0.0,79197.87837121822,1.2989087150672148e6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,168154.62889905856,0.0,0.0,160575.76459111803,21958.48325313795,1.1307540861681562e6,1.0
 ,88,56848.51696026441,247032.93659780195,21958.48325313795,10232.733052847594,0.0,124636.350944811,0.0,175667.8660251036,11725.750200290357,0.0,90923.62857150857,1.2731707616642977e6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135634.929043944,0.0,296210.693635062,21958.48325313795,1.1375358326203534e6,1.0
 ,89,56848.51696026441,247032.93659780195,21958.48325313795,10232.733052847594,0.0,124636.350944811,0.0,175667.8660251036,101169.70174234272,89443.95154205235,102649.37877179895,1.2148314006176856e6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,296210.693635062,21958.48325313795,1.2148314006176856e6,1.0
 ,90,56848.51696026441,242089.9719782018,21519.108620284605,10232.733052847594,0.0,122142.4605287354,0.0,172152.86896227684,11286.375567437008,0.0,113935.754339236,1.1084478598856286e6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,296210.693635062,21519.108620284605,1.1084478598856286e6,1.0
 ,91,56848.51696026441,183154.62459066068,16280.411074725394,10232.733052847594,0.0,92407.61326014133,0.0,130243.28859780316,6047.6780218777985,0.0,119983.4323611138,842489.0080554854,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,296210.693635062,16280.411074725394,842489.0080554853,1.0
 ,92,56848.51696026441,82551.659625713,7337.925300063378,10232.733052847594,0.0,41650.06400315973,0.0,58703.402400507024,0.0,2894.807752784215,117088.62460832958,391216.8917243395,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,296210.693635062,7337.925300063378,391216.89172433945,1.0
 ,93,56848.51696026441,0.0,0.0,10232.733052847594,0.0,0.0,0.0,0.0,0.0,10232.733052847594,106855.891555482,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26928.244875914723,269282.4487591473,0.0,26928.244875914723,1.0
 ,94,56848.51696026441,0.0,0.0,10232.733052847594,0.0,0.0,0.0,0.0,0.0,10232.733052847594,96623.15850263441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26928.244875914723,242354.2038832326,0.0,26928.244875914723,1.0
 ,95,56848.51696026441,0.0,0.0,10232.733052847594,0.0,0.0,0.0,0.0,0.0,10232.733052847594,86390.42544978682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26928.244875914766,215425.95900731784,0.0,26928.244875914723,1.0
 ,96,56848.51696026441,0.0,0.0,10232.733052847594,0.0,0.0,0.0,0.0,0.0,10232.733052847594,76157.69239693922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26928.244875914723,188497.7141314031,0.0,26928.244875914723,1.0
 ,97,11369.703392052883,0.0,0.0,2046.546610569519,0.0,0.0,0.0,0.0,0.0,2046.5466105695189,74111.1457863697,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5385.648975182945,183112.06515622017,0.0,5385.648975182944,1.0
 ,98,11369.703392052883,0.0,0.0,2046.546610569519,0.0,0.0,0.0,0.0,0.0,2046.5466105695189,72064.59917580018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5385.648975182945,177726.41618103723,0.0,5385.648975182944,1.0
 ,99,11369.703392052883,0.0,0.0,2046.546610569519,0.0,0.0,0.0,0.0,0.0,2046.5466105695189,70018.05256523065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5385.648975182945,172340.7672058543,0.0,5385.648975182944,1.0
 ,100,11369.703392052883,0.0,0.0,2046.546610569519,0.0,0.0,0.0,0.0,0.0,2046.5466105695189,67971.50595466114,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5385.648975182945,166955.11823067136,0.0,5385.648975182944,1.0
 ,101,11369.703392052883,0.0,0.0,2046.546610569519,0.0,0.0,0.0,0.0,0.0,2046.546610569519,65924.95934409162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5385.648975182945,161569.46925548842,0.0,5385.648975182944,1.0
 ,102,43025.43581786539,0.0,0.0,7744.578447215771,0.0,0.0,0.0,0.0,0.0,7744.578447215771,58180.380896875846,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20380.46959793624,141188.9996575522,0.0,20380.46959793624,1.0
 ,103,11369.703392052883,0.0,0.0,2046.546610569519,0.0,0.0,0.0,0.0,0.0,2046.546610569519,56133.83428630633,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5385.648975182945,135803.35068236926,0.0,5385.648975182944,1.0
 ,104,56848.51696026441,7395.867186715269,657.4104165969128,10232.733052847594,0.0,3731.4615246040767,0.0,5259.283332775302,0.0,9575.322636250681,46558.51165005565,58339.36104661203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135803.35068236926,657.4104165969128,58339.36104661203,1.0
 ,105,56848.51696026441,54658.78820505404,4858.55895156036,10232.733052847594,0.0,27577.1806090566,0.0,38868.47161248288,0.0,5374.174101287234,41184.33754876841,267674.7153903375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135803.35068236926,4858.55895156036,267674.7153903375,1.0
 ,106,56848.51696026441,111219.33303027913,9886.162936024812,10232.733052847594,0.0,56113.86082487682,0.0,79089.3034881985,0.0,346.57011682278244,40837.76743194563,518190.79517873033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,135803.35068236926,9886.162936024812,518190.7951787303,1.0
 ,107,56848.51696026441,134944.08917411295,11995.030148810041,10232.733052847594,0.0,68083.79112464578,0.0,95960.24119048033,1762.2970959624458,0.0,42600.06452790807,748116.5122447895,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117322.15115122907,0.0,253125.50183359833,11995.030148810041,630794.3610935605,1.0
 ,108,56848.51696026441,200645.11478309226,17835.121314052645,10232.733052847594,0.0,101232.1485785628,0.0,142680.97051242116,7602.38826120505,0.0,50202.452789113086,921418.7318244312,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,253125.50183359833,17835.121314052645,921418.7318244312,1.0
 ,109,56848.51696026441,223458.79764278553,19863.00423491427,10232.733052847594,0.0,112742.41203737339,0.0,158904.03387931417,9630.271182066675,0.0,59832.72397117976,1.0243705454360994e6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,253125.50183359833,19863.00423491427,1.0243705454360993e6,1.0
 ,110,56848.51696026441,232204.04273900134,20640.359354577897,10232.733052847594,0.0,117154.67969658412,0.0,165122.87483662317,10407.626301730303,0.0,70240.35027291006,1.0638354073205723e6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,253125.50183359833,20640.359354577897,1.063835407320572e6,1.0
 ,111,56848.51696026441,237527.23540626306,21113.532036112272,10232.733052847594,0.0,119840.40783697325,0.0,168908.25628889818,10880.79898326468,0.0,81121.14925617474,1.0878574971632948e6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,253125.50183359833,21113.532036112272,1.0878574971632946e6,1.0
 ,112,56848.51696026441,241329.51588287862,21451.512522922545,10232.733052847594,0.0,121758.78508010836,0.0,171612.10018338036,11218.779470074956,0.0,92339.9287262497,1.1050161327652396e6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,253125.50183359833,21451.512522922545,1.105016132765239e6,1.0
 ,113,56848.51696026441,236006.3232156169,20978.33984138817,10232.733052847594,0.0,119073.05693971923,0.0,167826.71873110536,10745.606788540574,0.0,103085.53551479027,1.080994042922517e6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,253125.50183359833,20978.33984138817,1.080994042922517e6,1.0
 ,114,56848.51696026441,210531.04402229266,18713.870579759347,10232.733052847594,0.0,106219.92941071403,0.0,149710.96463807477,8481.13752691175,0.0,111566.67304170203,966031.1843894873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,253125.50183359833,18713.870579759347,966031.1843894873,1.0
 ,115,56848.51696026441,151975.92468241314,13508.971082881168,10232.733052847594,0.0,76676.9198664335,0.0,108071.76866304934,3276.2380300335726,0.0,114842.91107173561,701788.1961195387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,253125.50183359833,13508.971082881168,701788.1961195387,1.0
 ,116,56848.51696026441,70542.22887515149,6270.420344457911,10232.733052847594,0.0,35590.90587514309,0.0,50163.362755663285,0.0,3962.3127083896816,110880.59836334593,338025.12135831086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,253125.50183359833,6270.420344457911,338025.1213583108,1.0
 ,117,56848.51696026441,0.0,0.0,10232.733052847594,0.0,0.0,0.0,0.0,0.0,10232.733052847594,100647.86531049834,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26928.24487591471,226197.25695768362,0.0,26928.24487591472,1.0
 ,118,11369.703392052883,0.0,0.0,2046.546610569519,0.0,0.0,0.0,0.0,0.0,2046.5466105695189,98601.31869992882,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5385.648975182945,220811.6079825007,0.0,5385.648975182944,1.0
 ,119,56848.51696026441,0.0,0.0,10232.733052847594,0.0,0.0,0.0,0.0,0.0,10232.733052847594,88368.58564708123,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26928.244875914723,193883.36310658598,0.0,26928.244875914723,1.0
 ,120,56848.51696026441,0.0,0.0,10232.733052847594,0.0,0.0,0.0,0.0,0.0,10232.733052847594,78135.85259423364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26928.244875914723,166955.11823067127,0.0,26928.244875914723,1.0
 ,121,56848.51696026441,0.0,0.0,10232.733052847594,0.0,0.0,0.0,0.0,0.0,10232.733052847594,67903.11954138606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26928.244875914723,140026.87335475654,0.0,26928.244875914723,1.0
 ,122,11369.703392052883,0.0,0.0,2046.546610569519,0.0,0.0,0.0,0.0,0.0,2046.5466105695189,65856.57293081653,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5385.648975182945,134641.2243795736,0.0,5385.648975182944,1.0
 ,123,56848.51696026441,0.0,0.0,10232.733052847594,0.0,0.0,0.0,0.0,0.0,10232.733052847594,55623.83987796893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26928.244875914723,107712.97950365889,0.0,26928.244875914723,1.0
 ,124,56848.51696026441,0.0,0.0,10232.733052847594,0.0,0.0,0.0,0.0,0.0,10232.733052847594,45391.10682512134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26928.244875914723,80784.73462774417,0.0,26928.244875914723,1.0
 ,125,56848.51696026441,0.0,0.0,10232.733052847594,0.0,0.0,0.0,0.0,0.0,10232.733052847594,35158.37377227374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26928.244875914716,53856.48975182945,0.0,26928.244875914723,1.0
 ,126,56848.51696026441,0.0,0.0,10232.733052847594,0.0,0.0,0.0,0.0,0.0,10232.733052847594,24925.64071942615,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26928.244875914723,26928.24487591473,0.0,26928.244875914723,1.0
 ,127,56848.51696026441,0.0,0.0,10232.733052847594,0.0,0.0,0.0,0.0,0.0,10232.733052847594,14692.907666578556,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26928.24487591473,0.0,0.0,26928.244875914723,1.0
 ,128,56848.51696026441,95723.29335213528,8508.73718685647,10232.733052847594,0.0,48295.592272597314,0.0,68069.89749485176,0.0,1723.9958659911244,12968.911800587432,449556.25277095154,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8508.73718685647,449556.2527709515,1.0
 ,129,56848.51696026441,227064.54667127389,20183.51525966879,10232.733052847594,0.0,114561.63261388005,0.0,161468.12207735033,9950.782206821199,0.0,22919.69400740863,1.0672671344409613e6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26624.845236246474,0.0,0.0,0.0,20183.51525966879,1.0406422892047148e6,1.0
 ,130,56848.51696026441,247032.93659780195,21958.48325313795,10232.733052847594,0.0,124636.350944811,0.0,175667.8660251036,11725.750200290357,0.0,34645.44420769899,1.2440010811409918e6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113246.99497283553,0.0,0.0,0.0,21958.48325313795,1.1307540861681562e6,1.0
 ,131,56848.51696026441,247032.93659780195,21958.48325313795,10232.733052847594,0.0,124636.350944811,0.0,175667.8660251036,11725.750200290357,0.0,46371.194407989344,1.3126356235487706e6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,181881.53738061432,0.0,0.0,0.0,21958.48325313795,1.1307540861681562e6,1.0
 ,132,56848.51696026441,247032.93659780195,21958.48325313795,10232.733052847594,0.0,124636.350944811,0.0,175667.8660251036,11725.750200290357,0.0,58096.9446082797,1.3452370311924657e6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,214482.9450243092,0.0,0.0,0.0,21958.48325313795,1.1307540861681562e6,1.0
 ,133,56848.51696026441,247032.93659780195,21958.48325313795,10232.733052847594,0.0,124636.350944811,0.0,175667.8660251036,11725.750200290357,0.0,69822.69480857006,1.3521004854332434e6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,221346.39926508698,0.0,0.0,0.0,21958.48325313795,1.1307540861681562e6,1.0
 ,134,56848.51696026441,247032.93659780195,21958.48325313795,10232.733052847594,0.0,124636.350944811,0.0,175667.8660251036,11725.750200290357,0.0,81548.44500886042,1.350384621873049e6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,219630.53570489283,0.0,0.0,0.0,21958.48325313795,1.1307540861681562e6,1.0
 ,135,56848.51696026441,247032.93659780195,21958.48325313795,10232.733052847594,0.0,124636.350944811,0.0,175667.8660251036,106167.2195710326,94441.46937074224,93274.19520915078,1.3418053040720767e6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,116453.55875754531,0.0,116453.55875754531,21958.48325313795,1.2253517453145313e6,1.0
 ,136,56848.51696026441,247032.93659780195,21958.48325313795,10232.733052847594,0.0,124636.350944811,0.0,175667.8660251036,11725.750200290357,0.0,104999.94540944113,1.3263625320303263e6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,195608.44586217008,0.0,0.0,116453.55875754531,21958.48325313795,1.1307540861681562e6,1.0
